"TIME","GEO","S_ADJ","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","3,6",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","4,9",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","8",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","4",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","4",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","13,6",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","12,2",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","14,9",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","22",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","9",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","12",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","3,4",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","2,9",""
"2019M07","Estland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","4,0",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","124",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","70",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","54",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","5,1",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","5,3",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","4,8",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","38",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","23",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","15",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","13,1",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","14,9",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","11,1",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","86",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","47",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","38",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","4,0",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","4,1",""
"2019M07","Irland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","3,9",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","805",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","360",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","445",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","17,1",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","13,7",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","21,3",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","80",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","39",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","40",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","34,0",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","31,7",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","36,5",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","725",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","321",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","404",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","16,2",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","12,8",""
"2019M07","Griechenland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","20,4",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","3.281",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","1.539",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","1.742",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","14,3",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","12,6",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","16,2",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","509",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","262",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","247",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","32,8",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","30,9",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","35,0",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","2.773",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","1.277",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","1.495",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","12,9",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","11,2",""
"2019M07","Spanien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","14,9",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","2.518",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","1.310",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","1.208",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","8,5",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","8,6",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","8,4",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","543",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","310",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","232",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","19,2",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","20,4",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","17,9",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","1.975",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","1.000",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","976",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","7,4",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","7,3",""
"2019M07","Frankreich","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","7,5",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","118",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","58",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","60",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","6,6",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","6,0",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","7,2",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","24",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","13",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","11",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","16,4",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","14,7",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","19,1",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","93",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","45",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","49",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","5,7",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","5,1",""
"2019M07","Kroatien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","6,3",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","2.500",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","1.304",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","1.196",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","9,7",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","8,8",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","10,8",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","438",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","244",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","176",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","28,1",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","26,7",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","29,1",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","2.056",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","1.047",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","1.009",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","8,5",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","7,6",""
"2019M07","Italien","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","9,7",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","31",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","14",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","17",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","7,0",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","6,1",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","7,9",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","6",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","3",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","3",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","16,4",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","19,4",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","13,8",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","25",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","11",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","14",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","6,1",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","5,1",""
"2019M07","Zypern","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","7,3",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","62",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","35",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","27",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","6,4",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","7,3",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","5,5",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","7",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","4",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","3",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","11,8",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","13,1",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","10,3",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","55",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","31",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","24",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","6,0",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","6,9",""
"2019M07","Lettland","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","5,2",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","92",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","52",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","40",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","6,4",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","7,2",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","5,5",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","12",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","8",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","4",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","11,3",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","14,1",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","8,3",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","80",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","45",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","35",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Insgesamt","6,0",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Männer","6,7",""
"2019M07","Litauen","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Anteil der Erwerbspersonen","Frauen","5,3",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Insgesamt","17",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Männer","10",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Tausend Personen","Frauen","8",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Insgesamt","5,7",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Männer","5,7",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Insgesamt","Anteil der Erwerbspersonen","Frauen","5,7",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Insgesamt","4",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Männer","3",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Tausend Personen","Frauen","2",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Insgesamt","17,9",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Männer","19,0",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","Weniger als 25 Jahre","Anteil der Erwerbspersonen","Frauen","16,6",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Insgesamt","13",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Männer","7",""
"2019M07","Luxemburg","Saisonbereinigte Daten, nicht kalenderbereinigte Daten","25 bis 74 Jahre","Tausend Personen","Frauen","6",""
